"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert_extlifeSpan","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","not present","",""
"cert_crlDistributionPoints","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","--","",""
"cert_ocspURL","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","http://r3.o.lencr.org","",""
"OCSP_stapling","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","LOW","not offered","",""
"cert_mustStapleExtension","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","--","",""
"DNS_CAArecord","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","LOW","--","",""
"certificate_transparency","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","yes (certificate extension)","",""
"certs_countServer","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","3","",""
"certs_list_ordering_problem","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","no","",""
"cert_caIssuers","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","R3 (Let's Encrypt from US)","",""
